Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200701JC64483,Serious,2019-06-24,51.569026,Daylight,Waltham Forest,0.008682,1.0,2.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Car
200701JC64528,Serious,2019-07-03,51.609764,Daylight,Waltham Forest,-0.017827,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC64556,Slight,2019-07-12,51.564314,Darkness - Lighting Unknown,Waltham Forest,0.010783,2.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC64570,Slight,2019-07-22,51.572008,Daylight,Waltham Forest,0.018338,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701JC64581,Slight,2019-07-26,51.584649,Daylight,Waltham Forest,-0.037686,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Motorcycle
200701JC64587,Slight,2019-07-11,51.600502,Daylight,Redbridge,0.013826,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC64627,Slight,2019-07-13,51.571762,Darkness - Lighting Unknown,Waltham Forest,0.011689,2.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC64659,Slight,2019-07-17,51.601205,Daylight,Waltham Forest,-0.0169,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701JC64678,Slight,2019-07-08,51.566446,Darkness - Lights Lit,Waltham Forest,-0.03544,2.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC64700,Fatal,2019-07-28,51.59006,Daylight,Waltham Forest,-0.017242,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Other Vehicle
200701JC64704,Slight,2019-07-02,51.598193,Darkness - Lights Lit,Waltham Forest,-0.041001,2.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC64755,Slight,2019-07-13,51.579767,Daylight,Waltham Forest,-0.030824,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC64820,Slight,2019-07-30,51.603313,Daylight,Waltham Forest,0.001964,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC64822,Slight,2019-07-30,51.575525,Darkness - Lights Lit,Waltham Forest,-0.029853,4.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC64832,Slight,2019-07-31,51.552458,Daylight,Waltham Forest,0.004634,1.0,2.0,Dry,Slip Road,Urban,Fine No High Winds,Car
200701JC64859,Slight,2019-07-15,51.616088,Darkness - Lighting Unknown,Waltham Forest,0.012204,1.0,3.0,Dry,Single Carriageway,Rural,Fine No High Winds,Car
200701JC64881,Slight,2019-07-19,51.581409,Daylight,Waltham Forest,-0.000297,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC64892,Slight,2019-07-04,51.572052,Daylight,Waltham Forest,0.015743,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701JC64895,Slight,2019-07-19,51.570063,Daylight,Waltham Forest,-0.025904,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC64899,Slight,2019-07-28,51.561315,Daylight,Waltham Forest,-0.003199,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC64901,Slight,2019-07-24,51.632653,Darkness - Lighting Unknown,Waltham Forest,0.005857,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC64937,Serious,2019-07-25,51.601899,Daylight,Waltham Forest,-0.00474,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC64943,Slight,2019-07-10,51.601218,Daylight,Waltham Forest,-0.033651,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701JC64994,Slight,2019-07-12,51.56714,Daylight,Waltham Forest,-0.033967,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65076,Serious,2019-07-13,51.556504,Darkness - Lights Lit,Waltham Forest,-0.005862,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC65077,Serious,2019-07-21,51.585591,Daylight,Waltham Forest,-0.008198,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65078,Slight,2019-07-10,51.589761,Daylight,Waltham Forest,-0.015522,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC65096,Slight,2019-07-29,51.576188,Daylight,Waltham Forest,-0.021165,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65107,Slight,2019-07-30,51.588124,Daylight,Waltham Forest,-0.009097,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65110,Slight,2019-07-13,51.632199,Daylight,Waltham Forest,0.006126,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65115,Slight,2019-07-18,51.596518,Daylight,Waltham Forest,-0.026923,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65116,Slight,2019-07-05,51.565668,Darkness - Lights Lit,Waltham Forest,-0.010656,2.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC65134,Serious,2019-07-22,51.60915,Daylight,Waltham Forest,-0.018721,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65230,Slight,2019-07-25,51.622243,Daylight,Waltham Forest,-0.016561,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65292,Slight,2019-07-03,51.581018,Daylight,Waltham Forest,0.001561,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65293,Slight,2019-07-31,51.571983,Daylight,Redbridge,0.01978,2.0,3.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC65299,Serious,2019-07-10,51.569458,Daylight,Waltham Forest,-0.027374,3.0,1.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Car
200701JC65306,Slight,2019-07-09,51.551636,Daylight,Hackney,-0.021077,1.0,3.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC65307,Slight,2019-07-12,51.555689,Daylight,Waltham Forest,-0.01614,3.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65323,Slight,2019-07-16,51.590675,Daylight,Waltham Forest,-0.02169,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65496,Slight,2019-07-06,51.595133,Daylight,Waltham Forest,0.012289,1.0,2.0,Dry,Slip Road,Urban,Fine No High Winds,Motorcycle
200701JC65535,Slight,2019-07-25,51.580637,Daylight,Waltham Forest,-0.018374,2.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC65571,Serious,2019-07-09,51.627435,Daylight,Waltham Forest,0.011262,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC65608,Slight,2019-06-15,51.588494,Darkness - Lights Lit,Waltham Forest,-0.020341,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65634,Slight,2019-07-14,51.561041,Daylight,Waltham Forest,-0.002922,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701JC65641,Serious,2019-07-03,51.599557,Daylight,Waltham Forest,-0.025781,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701JC65657,Serious,2019-07-14,51.566443,Darkness - Lights Lit,Waltham Forest,-0.035296,3.0,2.0,Wet,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC65669,Slight,2019-07-24,51.600235,Daylight,Waltham Forest,-0.007412,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65673,Slight,2019-07-13,51.567091,Darkness - Lights Lit,Waltham Forest,-0.009728,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC65675,Serious,2019-07-28,51.58775,Daylight,Waltham Forest,-0.008247,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65876,Slight,2019-07-14,51.580817,Daylight,Waltham Forest,-0.018366,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65885,Slight,2019-06-20,51.625803,Daylight,Waltham Forest,-0.014383,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65932,Slight,2019-08-01,51.587198,Daylight,Waltham Forest,-0.039598,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65967,Slight,2019-08-01,51.586698,Daylight,Waltham Forest,-0.052756,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65969,Slight,2019-08-19,51.597225,Daylight,Waltham Forest,-0.015486,3.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65977,Slight,2019-08-03,51.632712,Daylight,Waltham Forest,-0.013503,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC65999,Serious,2019-08-09,51.616569,Daylight,Waltham Forest,-0.000196,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66009,Slight,2019-08-24,51.587603,Darkness - Lights Lit,Waltham Forest,-0.020813,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC66014,Slight,2019-08-05,51.566168,Daylight,Waltham Forest,-0.008325,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701JC66033,Slight,2019-08-23,51.597072,Daylight,Waltham Forest,-0.001198,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Heavy Goods Vehicle (Hgv)
200701JC66056,Slight,2019-08-20,51.574449,Daylight,Waltham Forest,-0.019364,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66058,Slight,2019-08-27,51.620732,Daylight,Waltham Forest,0.008798,2.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66082,Slight,2019-08-17,51.587216,Daylight,Waltham Forest,-0.024583,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66087,Slight,2019-08-26,51.598325,Daylight,Waltham Forest,-0.032765,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66090,Slight,2019-08-09,51.578186,Daylight,Waltham Forest,-0.017037,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66099,Serious,2019-08-10,51.572951,Daylight,Waltham Forest,0.015782,3.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66115,Slight,2019-08-21,51.587125,Darkness - Lights Lit,Waltham Forest,-0.040611,2.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66121,Slight,2019-08-19,51.564746,Daylight,Waltham Forest,-0.01993,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66123,Slight,2019-08-20,51.59156,Daylight,Waltham Forest,-0.004905,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66172,Slight,2019-08-20,51.577928,Daylight,Waltham Forest,-0.007089,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66174,Slight,2019-08-26,51.633492,Daylight,Waltham Forest,0.009362,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66175,Slight,2019-08-08,51.601218,Daylight,Waltham Forest,-0.017622,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC66204,Slight,2019-08-02,51.569978,Daylight,Waltham Forest,-0.026197,1.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC66257,Slight,2019-08-01,51.564083,Daylight,Waltham Forest,-0.012601,1.0,2.0,Dry,One Way Street,Urban,Fine No High Winds,Car
200701JC66269,Serious,2019-08-26,51.598417,Daylight,Waltham Forest,-0.032905,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66272,Slight,2019-08-24,51.547399,Daylight,Newham,0.005999,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66283,Slight,2019-08-03,51.619173,Daylight,Waltham Forest,6.2e-05,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701JC66284,Serious,2019-08-09,51.60795,Daylight,Waltham Forest,-0.001009,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC66318,Slight,2019-08-12,51.553215,Darkness - Lighting Unknown,Waltham Forest,-0.002832,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC66320,Slight,2019-08-07,51.557005,Daylight,Waltham Forest,-0.014208,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66321,Slight,2019-08-07,51.612572,Daylight,Waltham Forest,-0.003116,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66322,Slight,2019-08-25,51.56648,Daylight,Waltham Forest,0.010301,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC66324,Slight,2019-08-06,51.59125,Daylight,Waltham Forest,-0.039856,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66332,Slight,2019-08-01,51.577224,Daylight,Waltham Forest,-0.034687,4.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66335,Serious,2019-08-06,51.590707,Daylight,Waltham Forest,0.008195,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC66337,Slight,2019-08-13,51.582143,Daylight,Waltham Forest,-0.02769,1.0,4.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC66357,Slight,2019-08-31,51.601123,Daylight,Waltham Forest,-0.017337,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC66384,Slight,2019-08-25,51.568867,Darkness - Lights Lit,Waltham Forest,-0.008351,1.0,1.0,Wet,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66443,Slight,2019-08-04,51.562814,Daylight,Waltham Forest,-0.044109,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66486,Serious,2019-08-02,51.609501,Daylight,Waltham Forest,0.013502,3.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC66532,Slight,2019-08-24,51.632894,Daylight,Waltham Forest,-0.008293,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66536,Slight,2019-08-21,51.575327,Daylight,Waltham Forest,-0.012832,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66545,Slight,2019-08-09,51.58555,Daylight,Waltham Forest,-0.016428,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66548,Slight,2019-08-08,51.572205,Daylight,Waltham Forest,0.017337,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701JC66550,Slight,2019-08-01,51.610332,Daylight,Waltham Forest,0.001695,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC66555,Slight,2019-08-27,51.563119,Darkness - Lights Lit,Waltham Forest,0.001785,2.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC66559,Slight,2019-08-16,51.552441,Darkness - Lights Lit,Waltham Forest,0.005643,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66560,Slight,2019-08-18,51.569373,Daylight,Waltham Forest,-0.027666,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC66563,Slight,2019-08-17,51.551078,Daylight,Waltham Forest,-0.00408,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66569,Slight,2019-08-13,51.584882,Daylight,Waltham Forest,-0.019488,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66581,Fatal,2019-08-28,51.590675,Darkness - Lights Lit,Waltham Forest,-0.02169,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66623,Slight,2019-08-18,51.581985,Daylight,Waltham Forest,-0.034337,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66624,Slight,2019-08-12,51.590257,Daylight,Waltham Forest,-0.023585,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66675,Slight,2019-08-03,51.589451,Daylight,Waltham Forest,-0.029106,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66683,Serious,2019-08-05,51.57507,Daylight,Waltham Forest,-0.029584,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66720,Serious,2019-08-04,51.590442,Daylight,Waltham Forest,-0.018524,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66733,Slight,2019-08-13,51.552241,Daylight,Hackney,-0.019608,1.0,2.0,Dry,Slip Road,Urban,Fine No High Winds,Car
200701JC66739,Slight,2019-08-25,51.58078,Daylight,Waltham Forest,-0.010862,1.0,4.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66771,Serious,2019-09-24,51.586307,Daylight,Waltham Forest,-0.008022,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC66773,Slight,2019-09-25,51.57067,Daylight,Waltham Forest,-0.029919,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66775,Slight,2019-09-01,51.580702,Daylight,Waltham Forest,-0.03829,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66778,Slight,2019-09-06,51.570032,Daylight,Waltham Forest,-0.008156,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66802,Slight,2019-09-20,51.554007,Daylight,Waltham Forest,0.008742,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC66807,Slight,2019-09-16,51.590157,Daylight,Waltham Forest,-0.01767,4.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66808,Slight,2019-09-24,51.5801,Daylight,Waltham Forest,-0.018541,1.0,3.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66816,Slight,2019-09-24,51.576081,Daylight,Waltham Forest,-0.014819,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC66817,Slight,2019-09-24,51.586698,Daylight,Waltham Forest,-0.052756,1.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC66840,Slight,2019-09-24,51.571653,Daylight,Waltham Forest,0.018034,1.0,2.0,Wet,Dual Carriageway,Urban,Raining No High Winds,Car
200701JC66844,Slight,2019-09-13,51.570223,Daylight,Waltham Forest,-0.024743,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC66850,Slight,2019-09-12,51.585074,Daylight,Waltham Forest,-0.030884,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC66855,Serious,2019-09-29,51.630216,Daylight,Waltham Forest,0.001125,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC66862,Slight,2019-09-26,51.576952,Daylight,Waltham Forest,-0.007854,3.0,2.0,Wet,Single Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC66864,Slight,2019-09-07,51.613718,Daylight,Waltham Forest,-0.017655,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66869,Slight,2019-09-26,51.582109,Daylight,Waltham Forest,-0.031012,1.0,2.0,Dry,One Way Street,Urban,Fine & High Winds,Motorcycle
200701JC66883,Slight,2019-09-26,51.569758,Daylight,Waltham Forest,0.013188,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC66885,Serious,2019-09-16,51.57517,Daylight,Redbridge,0.017468,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66886,Slight,2019-09-12,51.581433,Darkness - Lights Lit,Waltham Forest,-0.033639,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66888,Slight,2019-09-28,51.568491,Daylight,Waltham Forest,-0.034053,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66897,Slight,2019-09-25,51.624159,Daylight,Waltham Forest,0.008227,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC66912,Slight,2019-09-21,51.556322,Daylight,Waltham Forest,-0.005726,1.0,1.0,Dry,Single Carriageway,Urban,Other,Motorcycle
200701JC66921,Slight,2019-09-07,51.607075,Daylight,Waltham Forest,-0.00769,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66935,Serious,2019-09-03,51.554628,Daylight,Waltham Forest,-0.017196,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66936,Slight,2019-09-04,51.601562,Daylight,Waltham Forest,-0.016741,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Car
200701JC66941,Serious,2019-09-02,51.617812,Darkness - Lighting Unknown,Waltham Forest,-0.00982,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC66942,Slight,2019-09-05,51.574096,Daylight,Waltham Forest,-0.014473,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC66943,Slight,2019-09-17,51.617303,Daylight,Waltham Forest,-0.027611,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC66945,Serious,2019-09-28,51.570677,Darkness - Lighting Unknown,Waltham Forest,0.017269,3.0,3.0,Wet,Single Carriageway,Urban,Raining No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC66956,Slight,2019-09-05,51.582145,Daylight,Waltham Forest,-0.027835,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC66965,Slight,2019-09-28,51.560036,Daylight,Waltham Forest,0.003236,1.0,3.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC66969,Slight,2019-09-30,51.578096,Daylight,Waltham Forest,-0.017041,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Bus Or Coach (17 Or More Pass Seats)
200701JC66981,Slight,2019-09-04,51.583092,Daylight,Waltham Forest,-0.019999,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66984,Slight,2019-09-15,51.558622,Daylight,Waltham Forest,0.007069,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66987,Slight,2019-09-04,51.617055,Darkness - Lights Lit,Waltham Forest,-0.018232,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC66991,Slight,2019-09-19,51.579676,Daylight,Waltham Forest,-0.004126,1.0,2.0,Wet,Single Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC66996,Slight,2019-09-27,51.565146,Daylight,Waltham Forest,-0.038382,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC66997,Slight,2019-09-10,51.604406,Daylight,Waltham Forest,-0.014739,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC66998,Slight,2019-09-18,51.570183,Darkness - Lights Lit,Waltham Forest,-0.038454,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67006,Slight,2019-09-29,51.570774,Darkness - Lights Lit,Waltham Forest,0.016841,1.0,1.0,Wet,Single Carriageway,Urban,Raining No High Winds,Car
200701JC67008,Slight,2019-09-21,51.631895,Darkness - Lights Lit,Waltham Forest,-0.002412,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67009,Slight,2019-09-15,51.585497,Daylight,Waltham Forest,-0.029277,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67019,Slight,2019-09-08,51.555599,Daylight,Waltham Forest,0.020785,2.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67022,Slight,2019-09-11,51.576064,Daylight,Waltham Forest,-0.02983,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67027,Slight,2019-09-04,51.61233,Daylight,Waltham Forest,-0.004716,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Motorcycle
200701JC67028,Slight,2019-09-09,51.557378,Darkness - Lights Lit,Waltham Forest,-0.004381,2.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC67046,Slight,2019-09-13,51.564456,Daylight,Waltham Forest,-0.040143,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67050,Slight,2019-09-14,51.599658,Daylight,Waltham Forest,7e-05,1.0,3.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC67051,Slight,2019-09-11,51.579799,Daylight,Waltham Forest,-0.032699,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Minibus (8 - 16 Passenger Seats)
200701JC67053,Slight,2019-09-29,51.563323,Daylight,Waltham Forest,0.010884,3.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67057,Slight,2019-09-11,51.599656,Daylight,Waltham Forest,0.000215,2.0,3.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC67061,Slight,2019-09-29,51.582745,Daylight,Waltham Forest,-0.031417,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67063,Slight,2019-09-02,51.57175,Darkness - Lights Lit,Waltham Forest,0.017605,2.0,1.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC67065,Slight,2019-09-09,51.600311,Darkness - Lights Lit,Waltham Forest,-0.011885,2.0,3.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC67066,Serious,2019-09-06,51.569319,Daylight,Waltham Forest,0.012591,1.0,1.0,Dry,One Way Street,Urban,Fine No High Winds,Motorcycle
200701JC67107,Slight,2019-09-11,51.562169,Daylight,Waltham Forest,-0.000564,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67131,Slight,2019-09-05,51.573703,Daylight,Waltham Forest,-0.028489,1.0,1.0,Dry,Single Carriageway,Urban,Fine No High Winds,Taxi/Private Hire Car
200701JC67138,Slight,2019-09-29,51.581526,Daylight,Waltham Forest,-0.033779,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
200701JC67141,Serious,2019-09-09,51.594881,Daylight,Waltham Forest,0.011267,1.0,2.0,Dry,Roundabout,Urban,Fine No High Winds,Light Goods Vehicle (Lgv)
200701JC67145,Slight,2019-09-19,51.56815,Daylight,Waltham Forest,-0.008527,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Motorcycle
200701JC67146,Slight,2019-09-26,51.572597,Daylight,Redbridge,0.020673,1.0,2.0,Dry,Dual Carriageway,Urban,Fine No High Winds,Car
200701JC67151,Slight,2019-09-18,51.567386,Daylight,Waltham Forest,-0.032514,1.0,2.0,Dry,Single Carriageway,Urban,Fine No High Winds,Car
